text, labels
"The overall aim of the experiment was to prepare a sample of a species of tin iodide and qualitatively measure the reactivity of this species. In order to do this, tin metal (1g) and iodine pellets (2.5g) were condensed along with toluene (10cm3) until the solution changed colour from violet  (orange)  colourless. After heating was complete, the now colourless solution was decanted and petroleum spirit 40/60 was added to it before being cooled to room temperature. The tin metal which remained in the flask was then weighed. Next, the colourless solution was placed in an ice bath to maximise crystallisation (of the orange crystals). The final step in preparing the crystals was that the suspension was recrystalised from petroleum spirit 40-60 (10cm3) and the mass of the orange crystals (Tin Iodide, SnI4) was measured. To prepare a solution for the following tests, a heaped micro-spatula tip of the product, tin iodide was fully dissolved in water (15mL) and the pH of the solution was taken. For test 1, 2mL of the solution prepared in the above step was placed in a test tube with a few drops of 0.1M silver nitrate and shook for 30 seconds. Next, for test 2, the prepared solution was used to carry out the Beilstein flame test, testing the flame colour observed when the solution was heated in a Bunsen flame. For the final test, test 3, 2mL of the solution was added to a test tube along with 3% hydrogen peroxide (10 drops) and shaken well before 3mL of petroleum 40/60 was added, the colour change for this reaction was recorded. The overall aim of the experiment was to prepare a sample of a species of tin iodide and qualitatively measure the reactivity of this species. In order to do this, tin metal (1g) and iodine pellets (2.5g) were condensed along with toluene (10cm3) until the solution changed colour from violet  (orange)  colourless. After heating was complete, the now colourless solution was decanted and petroleum spirit 40/60 was added to it before being cooled to room temperature. The tin metal which remained in the flask was then weighed. Next, the colourless solution was placed in an ice bath to maximise crystallisation (of the orange crystals). The final step in preparing the crystals was that the suspension was recrystalised from petroleum spirit 40-60 (10cm3) and the mass of the orange crystals (Tin Iodide, SnI4) was measured. To prepare a solution for the following tests, a heaped micro-spatula tip of the product, tin iodide was fully dissolved in water (15mL) and the pH of the solution was taken. For test 1, 2mL of the solution prepared in the above step was placed in a test tube with a few drops of 0.1M silver nitrate and shook for 30 seconds. Next, for test 2, the prepared solution was used to carry out the Beilstein flame test, testing the flame colour observed when the solution was heated in a Bunsen flame.", 0.6
"Aim: to prepare a tin iodide species from its elements, isolate it and examine the reactivity of the product using three different tests, including flame testing. Tin metal (1.06g, 0.0089 mol), iodine (2.52g, 0.0099 mol), toluene (10cm3) and 2 or 3 anti-bumping granules were refluxed at 60% power until the violet vapour became clear. The flask was then cooled to where the solvent stopped condensing. Petroleum spirit 40/60 (10cm3) was added and the solution was left to cool to room temperature. The residual tin was washed with acetone, left to dry then weighed (0.57g, 0.0048mol). The flask was cooled in an ice bath and then the crystals were filtered and washed with cold petroleum spirit 40/60 and weighed (1.46g, 0.0023 mol). A heaped microspatula tip of SnI4 was dissolved in water (20mL). Test 1: the SnI4 solution (1mL) and 0.1M silver nitrate (4 drops) were shaken together Test 2: SnI4 solution (1mL) was flame tested Test 3: SnI4 solution (1mL) and 3% hydrogen peroxide (10 drops) were shaken together and then                                     petrol (2mL) was added and swirled. Aim: to prepare a tin iodide species from its elements, isolate it and examine the reactivity of the product using three different tests, including flame testing. Tin metal (1.06g, 0.0089 mol), iodine (2.52g, 0.0099 mol), toluene (10cm3) and 2 or 3 anti-bumping granules were refluxed at 60% power until the violet vapour became clear. The flask was then cooled to where the solvent stopped condensing. Petroleum spirit 40/60 (10cm3) was added and the solution was left to cool to room temperature. The residual tin was washed with acetone, left to dry then weighed (0.57g, 0.0048mol). The flask was cooled in an ice bath and then the crystals were filtered and washed with cold petroleum spirit 40/60 and weighed (1.46g, 0.0023 mol). A heaped microspatula tip of SnI4 was dissolved in water (20mL). Test 1: the SnI4 solution (1mL) and 0.1M silver nitrate (4 drops) were shaken together Test 2: SnI4 solution (1mL) was flame tested", 0.88
"The aim of the experiment was to isolate of Tin (IV) iodide produced from the reaction of tin and iodine and thus examine the reactivity of tin (IV) iodide. Tin (IV) iodide was produced by reacting 1g of tin metal with 2.5g of iodine. To isolate the tin (IV) iodide the products of the tin iodine reaction were dissolved in 10cm3 of toluene, an ideal solvent since tin (IV) iodide is highly soluble in non-polar solvents, and this solution was heated-under reflux (using anti-bumping granules to control heating) causing the mixture to condense. tin (IV) iodide is highly soluble in non-polar solvents therefore 10cm3 of toluene was used as a solvent to produce a solution which could be heated-under reflux causing the mixture to condense. To isolate  the tin (IV) iodide, the solution obtained from condensation was transferred to a conical flask and left to cooled in an ice bath, this promoted crystallisation. Vacuum filtration was then used to collect the tin (IV) iodide crystals and impurities were removed by washing the crystals in petroleum spirt 40/60. After allowing the crystals to dry the mass of the pure crystals was obtained using  balance which weighed accurately to 2 decimal places. A solution was made by dissolving isolated tin (IV) iodide in water and its pH was determined using pH paper. The solution was then used for three separate tests to examine the reactivity of tin (IV) iodide. Test 1: 0.1M of silver nitrate was added to 1-2ml of the tin (IV) solution in a test tube. The solution was the shaken  for 30sand the colour change was observed. Test 2: A copper rod was placed in a Bunsen flame and the colour of the flame was recorded, the copper rod was then removed and dipped in a sample of the tin (IV) iodide solution, the process of placing the metal rod in the Bunsen flame was repeated and the coulor of the flame was recorded. Test 3: 10 drops of 3% hydrogen peroxide was added to 1-2ml of the tin (IV) solution in a test tube. The solution was the shaken  for 30sand the colour change was observed.", 0.65
"The aim of this experiment was to form SnI4 from its respected elements, I2 and Sn, and test the resulting product to see its reactive properties. 1g of tin metal and 2.5g of iodine pellets are placed into a round bottom flask. 10cm3 of toluene and 2 to 3 anti-bumping granules are added and a reflux condenser with a water supply is attached to the flask while it sits on top of a hot plate at 150-200C. leave this to condense until the condensing solvent becomes clear and the solution becomes clear from its initial violet. Place the flask into an ice bath to cool then decant the solution a conical flask leaving the residue behind. Add 10cm3 of petroleum spirit 40/60 to the conical flask. Wash the tin with acetone and weigh the dried tin metal. After 5 minutes in the ice bath take the conical flask and filter its contents through Buchner funnel and wash them with 10cm3 of cold petroleum spirit 40/60. Weigh the dry crystals. Take a micro spatula of your tin iodide and dissolve it in 15-20mL of water and test its pH via pH paper, use this as the test solution. Use 1-2mL of the test solution in all tests Test 1: In a test tube with test solution add 4 drops of 0.1M of silver nitrate and shake. Note ehat you see. Test 2: in a test tube with test solution dip a red-hot piece of copper wire heated with a Bunsen burner. Put the wire back into the Bunsen burner and see what colour flame appears. Test 3: in a test tube with test solution add 10 drops of 3% H2O2 and shake. Add 2 to 3mL of petrol and swirl to form a biphasic layer and note what you see. The aim of this experiment was to form SnI4 from its respected elements, I2 and Sn, and test the resulting product to see its reactive properties. 1g of tin metal and 2.5g of iodine pellets are placed into a round bottom flask. 10cm3 of toluene and 2 to 3 anti-bumping granules are added and a reflux condenser with a water supply is attached to the flask while it sits on top of a hot plate at 150-200C. leave this to condense until the condensing solvent becomes clear and the solution becomes clear from its initial violet. Place the flask into an ice bath to cool then decant the solution a conical flask leaving the residue behind. Add 10cm3 of petroleum spirit 40/60 to the conical flask. Wash the tin with acetone and weigh the dried tin metal. After 5 minutes in the ice bath take the conical flask and filter its contents through Buchner funnel and wash them with 10cm3 of cold petroleum spirit 40/60. Weigh the dry crystals. Take a micro spatula of your tin iodide and dissolve it in 15-20mL of water and test its pH via pH paper, use this as the test solution. Use 1-2mL of the test solution in all tests Test 1: In a test tube with test solution add 4 drops of 0.1M of silver nitrate and shake. Note ehat you see. Test 2: in a test tube with test solution dip a red-hot piece of copper wire heated with a Bunsen burner. Put the wire back into the Bunsen burner and see what colour flame appears.", 0.85
"The aim of the experiment: Produce a tin iodide compound and then are used in three following tests. Experimental procedure:", 0.85
"First, tin metal (1.0g) was measured and transferred to a round-bottom flask (100ml) using a powder funnel, along with iodine pellets (2.5g), first onto a watchglass and then into the same flask, ensuring no iodine pellets are spilled onto the bench. Toluene (10cm3) was then added to the flask, along with 2-3 anti-bumping granules. It was then heated under reflux using a heating mantle and reflux condenser until the condensing solvent turned transparent. The flask solution was poured into a conical flask (100cm3). The remaining tin metal in the flask, after washing with acetone and drying, weighed 0.37g. Petroleum ether 40/60 (10cm3) was added to the conical flask and left to cool. The crystals in the flask were then extracted by filtration using a Buchner funnel. This yielded 1.36g of crystals. A micro spatula of the crystals were then dissolved in water (15cm3) and stirred until fully dissolved. This solution was used to perform chemical tests 1, 2 and 3. In this experiment, we aimed to form tin iodide (IV) using tin metal and iodine pellets and heating them together, with the solvent toluene, via reflux using a reflux condenser. After forming the suspected tin (IV) iodide complex, we aimed to confirm the presence of the tin (IV) iodide using three confirmatory tests using silver nitrate (0.1M) solution, hydrogen peroxide with petroleum ether 40/60 and the Beilstein test. We aimed to also use these tests to determine the reactivity of our crystalline product.", 0.6
"Aim: To synthesise SnI4 from tin metal and iodine pellets, calculate the % yield and to examine the product made through chemical tests to determine its chemical properties. Procedure: 1.01g of tin metal and 2.56g of iodine pellets was placed in a round bottomed flask. Around 10cm3 of toluene was then added and the mixture was heated over a hot plate with a condenser attached at approximately 200oC until the condensing solvent is clear. The reaction was allowed to cool until the vapours stopped condensing and the solvent was poured into a conical flask leaving the excess tin behind. The tin was washed with acetone and weighed. 10cm3 of petroleum spirit 40/60 was added to the conical flask and left to cool in an ice bath. The crystals that formed were then filtered off, dried and weighed. The crystals were dissolved into approximately 20ml of water and around 2ml was added to three test tubes. A series of chemical tests where then performed on this solution. Test 1: A few drops of silver nitrate was added. Test 2: A copperwire was heated in a Bunsen burner and then added to the solution. The wire was then heated in the flame again and the flame colour observed.", 0.7
"The aim of this experiment was to create and recrystallize SnI4 and then perform various chemical tests with a solution of the resulting crystals. Tin metal (1g) and iodine pellets (2.5g) were weighed and transferred to a 100ml round-bottom flask, before toluene (10cm3) and anti-bumping granules (3) were added. The solution was then heated under reflux, until the vapours turned from purple to clear and the solution turned from purple to orange. The solution was then transferred to a 100ml conical flask, leaving the remaining tin metal in the reaction flask, and petroleum spirit 40/60 (10cm3) was added. It was then placed in an ice bath and cooled until crystals had formed. These crystals were filtered and then weighed. The tin metal was rinsed with acetone, allowed to dry and was then weighed. A heaped spatula of the crystals were dissolved in 20mL of water, and the solution formed used in the chemical tests. The aim of this experiment was to create and recrystallize SnI4 and then perform various chemical tests with a solution of the resulting crystals. Tin metal (1g) and iodine pellets (2.5g) were weighed and transferred to a 100ml round-bottom flask, before toluene (10cm3) and anti-bumping granules (3) were added. The solution was then heated under reflux, until the vapours turned from purple to clear and the solution turned from purple to orange. The solution was then transferred to a 100ml conical flask, leaving the remaining tin metal in the reaction flask, and petroleum spirit 40/60 (10cm3) was added. It was then placed in an ice bath and cooled until crystals had formed. These crystals were filtered and then weighed. The tin metal was rinsed with acetone, allowed to dry and was then weighed.", 0.78
"Produce a tin iodide (SnI4) from its elements and investigate its reactivity and chemical properties by a series of tests. First a solution containing tin, iodine and toluene was heated in a flux condenser until it turned an orange colour from its original purple and its vapour turned colourless. The residual tin mtal was then separated from the solution and left to dry to be weighed. Meanwhile orange SnL4 crystals form in the rest of the solution and filtered off using a Buchner funnel, to be weighed. The three tests involved testing the pH of a solution dissolved SnL4 crystals in water, burning it under a Bunsen flame, and finally adding 3% hydrogen peroxide and 40/60 petroleum to the solution to see what changes occurred. Produce a tin iodide (SnI4) from its elements and investigate its reactivity and chemical properties by a series of tests. First a solution containing tin, iodine and toluene was heated in a flux condenser until it turned an orange colour from its original purple and its vapour turned colourless. The residual tin mtal was then separated from the solution and left to dry to be weighed. Meanwhile orange SnL4 crystals form in the rest of the solution and filtered off using a Buchner funnel, to be weighed.", 0.75
"The aim of this experiment was to prepare a tin iodine species, Sn(IV) iodide, from its elements tin and iodine, as well as to test the reactivity of the resulting product by performing a series of tests. Preparing Sn(IV) iodide: Tin metal (1.0g), iodine pellets (2.5g), and toluene (10 cm3) were added to a 100mL round-bottom flask along 2 or 3 anti-bumping granules. The reaction flask was connected to a reflux condenser and clamped in a heating mantle. The solution was heated to the point where violet vapor became clear and the solution became orange. The solution was decanted into a 100 cm3 conical flask then left to cool at room temperature. The tin residue left in the reaction flask was washed with petroleum spirit 40/60 and cooled, then washed with acetone and dried. The crystallized solution in the conical flask was filtered off with a Buchner funnel and washed with cold petroleum spirit 40/60. Both the tin residue and dried crystals were weighed. Chemical tests: The SnI4 crystals were mixed in water (15~20 mL) and shaken until the solid was no longer visible. The pH was checked by dipping a glass rod in the flask and spotting onto pH paper. For Test 1, 1~2 mL of the solution was transferred to a test tune and mixed with silver nitrate (4~5 drops, 0.1M). The mixture was gently shaken and observed. For Test 2, 1~2mL of the solution was transferred to a test tube. A heated copper wire was immersed in the solution and then heated in a Bunsen flame. For Test 3, 1~2 mL of the solution was transferred to a test tube and mixed with hydrogen peroxide (10 drops, 3%). The solution was shaken for 30 seconds and mixed with petrol (2~3 mL). The biphasic solution was gently swirled. The aim of this experiment was to prepare a tin iodine species, Sn(IV) iodide, from its elements tin and iodine, as well as to test the reactivity of the resulting product by performing a series of tests. Preparing Sn(IV) iodide: Tin metal (1.0g), iodine pellets (2.5g), and toluene (10 cm3) were added to a 100mL round-bottom flask along 2 or 3 anti-bumping granules. The reaction flask was connected to a reflux condenser and clamped in a heating mantle. The solution was heated to the point where violet vapor became clear and the solution became orange. The solution was decanted into a 100 cm3 conical flask then left to cool at room temperature. The tin residue left in the reaction flask was washed with petroleum spirit 40/60 and cooled, then washed with acetone and dried. The crystallized solution in the conical flask was filtered off with a Buchner funnel and washed with cold petroleum spirit 40/60. Both the tin residue and dried crystals were weighed. Chemical tests:", 0.78
"The aim of this experiment was to prepare tin iodide, SnI4, from its elements, by weighing these out and being especially careful when weighing out iodide, and the performing a series of tests to examine the reactivity of the made tin iodide species. The experiment was started by firstly weighing out 1.0g, 1.01 was weighed, of tin and 2.5 g of iodine. These were then placed in a 100 mL quick fit round-bottom flask, with 10 cm3 of toluene and placed on a heating mantle. After adding a 3 anti-bumping granulates, a condenser was placed on top and the mixture was then heated under reflux until the originally violet solution became orange. After that, the hot solution was decanted and moved to a flask, leaving residual tin in the reaction flask, and petroleum spirit 40/60 was then added to the flask with the hot solution. The residual tin was washed with acetone and set out on a watch glass to dry. The hot solution created orange crystals as it cooled, an ice bath should be used to maximize this crystallization. After the crystals are filtered off under vacuum and washed, chemical tests can be performed. First, the crystals should be dissolved in 15-20 mL of water. For the first test, 2 mL of the solution was added to a test-tube with 4 drops of 0.1 M silver nitrate The second test required 2 mL of the solution in a test tube and then a flame test was done using a copper wire. The third test required 2 mL of the solution to be moved to a test tube and 10 drops of 3% hydrogen peroxide was added. This was shaken for around 30 seconds and 2 mL of petrol was added. The aim of this experiment was to prepare tin iodide, SnI4, from its elements, by weighing these out and being especially careful when weighing out iodide, and the performing a series of tests to examine the reactivity of the made tin iodide species. The experiment was started by firstly weighing out 1.0g, 1.01 was weighed, of tin and 2.5 g of iodine. These were then placed in a 100 mL quick fit round-bottom flask, with 10 cm3 of toluene and placed on a heating mantle. After adding a 3 anti-bumping granulates, a condenser was placed on top and the mixture was then heated under reflux until the originally violet solution became orange. After that, the hot solution was decanted and moved to a flask, leaving residual tin in the reaction flask, and petroleum spirit 40/60 was then added to the flask with the hot solution. The residual tin was washed with acetone and set out on a watch glass to dry. The hot solution created orange crystals as it cooled, an ice bath should be used to maximize this crystallization. After the crystals are filtered off under vacuum and washed, chemical tests can be performed. First, the crystals should be dissolved in 15-20 mL of water. For the first test, 2 mL of the solution was added to a test-tube with 4 drops of 0.1 M silver nitrate The second test required 2 mL of the solution in a test tube and then a flame test was done using a copper wire.", 0.75
"The aim of the experiment was to isolate a tin oxide species and examine its reactivity. Tin metal (1.0 g), iodine (2.5 g), toluene (10 cm3) and anti-bumping crystals (3) were transferred to a round-bottom flask. The flask was heated on a mantle at 60% power until the solution changed colour from violet to orange. After the solvent stopped condensing it was decanted into a conical flask. Petroleum spirit (10 cm3, 60/40) was added before leaving to cool. The residual tin metal in the reaction flask was washed with acetone and left to dry, then weighed. SnI4 crystals were filtered under vacuum suction and washed with petroleum spirit (60/40), then weighed. A solution containing SnI4 crystals (1 micro spatula tip) and water (200 mL) was made and used in 3 reactivity tests. In test 1, silver nitrate (5 drops, 0.1 mol) was added to SnI4 solution (2 mL) and shaken for 30 seconds. In test 2, a Beilstein flame test was undertaken using SnI4 solution (2 mL). In test 3, hydrogen peroxide (10 drops, 3%) was added to SnI4 solution (2 mL) and shaken for 30 seconds; petrol (3 mL) was then added and the solution gently swirled. The aim of the experiment was to isolate a tin oxide species and examine its reactivity. Tin metal (1.0 g), iodine (2.5 g), toluene (10 cm3) and anti-bumping crystals (3) were transferred to a round-bottom flask. The flask was heated on a mantle at 60% power until the solution changed colour from violet to orange. After the solvent stopped condensing it was decanted into a conical flask. Petroleum spirit (10 cm3, 60/40) was added before leaving to cool. The residual tin metal in the reaction flask was washed with acetone and left to dry, then weighed. SnI4 crystals were filtered under vacuum suction and washed with petroleum spirit (60/40), then weighed.", 0.65
"The main aim of this experiment was to create a sample of Tin (IV) Iodide by reacting 1.04g (8.76mmol) with 2.49g (9.81mmol) of Iodine pellets. The reactants were reacted in a round-bottom flask with 10cm3 of toluene and some anti-bumping granules and heated under reflux. Crystals were obtained by allowing the end-product to cool naturally and then was recrystallized with petroleum spirit 40/60, filtering the crystals under pressure with a vacuum. The second aim of the investigation was to create an aqueous solution of Tin Iodide and carry out a series of 3 chemical tests to determine its properties. In test 1, silver nitrate drops were added to a sample of SnI4(aq) and the solution shaken. In test 2, a copper wire was dipped in a second aqueous tin iodide sample and heated in a Bunsen flame.", 0.78
"Through the process of several test with the Sn iodide that isolated from the reaction Sn + 2I2            SnI4 some properties of the tin metal with elemental iodine could be found. Prepare 1g tin metal and 2.5g iodine in the 100cm3 flask with 10 cm3 toluene. Connect with a condenser and heat it until the color change from violent to orange. Divide the residual metal and solution. Weigh the dried tin metal that from the acetone cleaned flask. And for the orange solution, cool to the room temperature with 10 cm3 petroleum. Filter off the crystals and weigh it. Dissolving a small tip crystal in 15ml water and conduct the following 3 experiments. Mix it with 4 or 5 drops 0.1 M silver nitrate. Immerse the copper wire and heat it to examine the color change. Pour with 10 drops of 3% hydrogen peroxide. Shake and add 2 or 3 ml of petrol. Observe the Through the process of several test with the Sn iodide that isolated from the reaction Sn + 2I2            SnI4 some properties of the tin metal with elemental iodine could be found. Prepare 1g tin metal and 2.5g iodine in the 100cm3 flask with 10 cm3 toluene. Connect with a condenser and heat it until the color change from violent to orange. Divide the residual metal and solution. Weigh the dried tin metal that from the acetone cleaned flask. And for the orange solution, cool to the room temperature with 10 cm3 petroleum. Filter off the crystals and weigh it. Dissolving a small tip crystal in 15ml water and conduct the following 3 experiments. Mix it with 4 or 5 drops 0.1 M silver nitrate. Immerse the copper wire and heat it to examine the color change. Pour with 10 drops of 3% hydrogen peroxide. Shake and add 2 or 3 ml of petrol.", 0.5
"The aim of this experiment was to prepare a sample of SnI4 from tin and iodine and examine the reactivity by completing a series of tests. I mixed tin and iodine together in a round bottom flask with toluene and anti-bumping granules. I then connected this to a reflux condenser and heated the flask in a heating mantle until the liquid turned orange and the condensing solvent became clear. The flask was then placed in an ice bath to allow the SnI4 to crystallize. These crystals were then filtered by using a buchner funnel before being mixed with some water to create a solution. This solution was then tested with silver nitrate, hydrogen peroxide and in a flame to determine reactivity. The aim of this experiment was to prepare a sample of SnI4 from tin and iodine and examine the reactivity by completing a series of tests.", 0.65
"This experiment seeks to synthesize and purify tin(IV) iodide from tin metal and iodine, and then conduct three tests on the compound to examine its reactivity. The first test sought to examine tin(IV) iodide�s ability to produce a precipitate with silver nitrate. The second test was a Beilstein test, which was used to test tin(IV) iodide for the presence of an organic halide. The third test sought to examine tin(IV) iodide�s solubility in water and petroleum ether. 1.04 g of tin metal and 2.11 g iodine pellets were dissolved in 10 mL of toluene and heated in a reflux condenser in order to produce tin(IV) iodide. When the solution was allowed to cool, tin(IV) iodide crystals formed in the solution and were extracted using a Buchner funnel.", 0.7
"The aim of the experiment was to react tin with iodine to produce SnI4 and preform reactivity tests on this compound. Tin (1.04g) and iodine (2.5g) were suspended in toluene (10 cm3) and reflux was carried out until the initially violet vapour turned clear and the solution was orange. The resulting liquid was decanted and was added to petroleum spirit 40/60 (10 cm3) and placed in an ice bath. The left-over tin metal was washed, dried and weighed. The crystals were washed with petroleum spirit 40/60 (10 cm3), dried and then weighed. A sample of the crystals was dissolved in water (15 cm3) and pH was recorded. Three tests were conducted with this solution. Test 1 was adding silver nitrate (0.1 M, 4 drops) to a sample of the solution (1-2 mL). Test 2 was a Beilstein test and test 3 was adding hydrogen peroxide (3%, 10 drops) and petroleum (2-3 mL) to the solution (1-2 mL) to form a biphasic solution. The aim of the experiment was to react tin with iodine to produce SnI4 and preform reactivity tests on this compound.", 0.8
"The aim of the experiment is to prepare SnI4 from its elements by heating through reflux and then to determine its reactivity through a series of tests. Adding together, 1g of tin, 2.5g of iodine and 10cm3 of toluene, and refluxing until the condensation became colourless, did this. The solution is then left to cool and transferred to a conical flask where 10cm3 of petroleum spirit 40/60 was added, the residual tin was washed with acetone and left to dry. The crystal solution should be put into an ice bath for 5 minutes and then filtered under reduced pressure. Once dried a small sample of the crystals is dissolved in 15-20cm3 of water and this solution is then split into 3 test tubes. In one test tube 0.1M of silver nitrate is added, in another 3% of hydrogen peroxide and petrol are added and in the final one, the Beilstein test was carried out. The observations of all of these tests are recorded.", 0.75
"The aim of this experiment was to prepare a tin iodide species from its elements, then isolate it and examine the reactivity of the product by preforming a series of tests. In a 100 mL round-bottom flask, transfer 1.0g of tin metal with a plastic powder funnel, weigh 2.5g of Iodine onto a watch-glass, then carefully transfer the Iodine pellets into the flask containing the tin metal. Add 10 cm3 of Toluene then add 2-3 anti-bumping granules, set up a reflux condenser to the water supply and place it on a hot plate securely with clams. Set the temperature to around 60% until the purple vapor begins to condense in the reflux condenser, the solution should change from violet to orange. When the condensing solvent becomes clear turn the heat off and allow it to cool. Pour the solution into a 100 cm3 conical flask then add 10cm3 of Petroleum 40/60 and allow it to cool to be able to form crystals. Filter off the crystals with Petroleum 40/60 then weigh your dried crystals. Then you will execute a series of tests with a solution of SnI4 with water Test 1 � 4 or 5 drops of  0.1 M of silver nitrate with 1-2mL of the solution Test 2 � Using a Bunsen burner immerse a copper wire with the solution onto the flame Test 3 � With 1-2mL of the solution, 10 drops of 3% of hydrogen peroxide were added.", 0.45
"The aim of this experiment was to prepare a sample of tin iodide and then perform various tests on the sample in order to determine its reactivity. Tin metal (1.00 g) was measured out into a round-bottom flask along with iodine (2.5 g). Toluene (10 cm3) and 4 anti-bumping granules were added into the flask. The mixture was then heated under reflux until the condensing liquid was clear. The solution was allowed to cool until the no more condensation took place and the hot solution was transferred into a conical flask. Petroleum spirit 40/60 (10 cm3) was added and the solution was left to cool to room temperature. The recovered tin metal was left to dry. The remaining solution was left to recrystallize and placed in an ice bath. The cooled solution was filtered under a vacuum and rinsed with cold petroleum 40/60 spirit (10 cm3). The dried crystals were then weighed. A series of chemical test were then carried out using a solution that was made up from SnI4 (heaped microspatula) and distilled water (20 mL). pH was also tested. Test 1 The above solution (2 mL) was dispensed into a test tube and silver nitrate (5 drops, 0.1 M) was added. The mixture was mixed for 30 seconds and observations recorded. Test 2 The solution (2 mL) was transferred to a test tube. A copper wire was heated using a Bunsen burner, and then dipped into the solution and then re-heated in the flame and the observations recorded. Test 3 The solution (2 mL) was transferred to a third test tube along with hydrogen peroxide (10 drops, 3%) and the solution was swirled for 30 seconds. Petrol (2 mL) was then added and further swirled. Observations were then recorded. The aim of this experiment was to prepare a sample of tin iodide and then perform various tests on the sample in order to determine its reactivity. Tin metal (1.00 g) was measured out into a round-bottom flask along with iodine (2.5 g). Toluene (10 cm3) and 4 anti-bumping granules were added into the flask. The mixture was then heated under reflux until the condensing liquid was clear. The solution was allowed to cool until the no more condensation took place and the hot solution was transferred into a conical flask. Petroleum spirit 40/60 (10 cm3) was added and the solution was left to cool to room temperature. The recovered tin metal was left to dry. The remaining solution was left to recrystallize and placed in an ice bath. The cooled solution was filtered under a vacuum and rinsed with cold petroleum 40/60 spirit (10 cm3). The dried crystals were then weighed. A series of chemical test were then carried out using a solution that was made up from SnI4 (heaped microspatula) and distilled water (20 mL). pH was also tested. Test 1 The above solution (2 mL) was dispensed into a test tube and silver nitrate (5 drops, 0.1 M) was added. The mixture was mixed for 30 seconds and observations recorded. Test 2 The solution (2 mL) was transferred to a test tube. A copper wire was heated using a Bunsen burner, and then dipped into the solution and then re-heated in the flame and the observations recorded. Test 3", 0.65
"Aim: - To find out the percentage yield which is mass of SnI4 obtained and the amount of tin which is isolated. To find out the rough pH of the solution SnI4 in water that is produced from the experiment. To find out what happens when the SnI4 in water reacts with 0.1M silver nitrate. To find out what happens when a hot copper wire coated with SnI4 in water what happens put under the Bunsen burner. To find out what happens when 3% hydrogen peroxide added to SnI4 in water, then 30s later petrol is added. Procedure: - Reaction of tin metal with elemental iodine Weigh 1.0g of Tin metal with a weighing scale and transfer to conical flask. Weigh 2.5g of iodine into a watchglass using a weighing scale, make sure that none of iodine pellets is spilled while getting dispense into the watchglass. If any is spilled while doing this report member staff, dispose into aqueous solution of Sodium metabisulfite. Transfer contents from watchglass to the Quickfit flask. Using a measure 10cm3 of toluene then transfer to Quickfit round-bottom and adding in 2 or 3 anti-bumping granules. Now set up a reflex condenser, put the Quickfit round-bottom flask in a heating mantle. Turn on the heating mantle to 60% power which has the violet vapor. Keep heating the solution until reaction proceeds and changes to orange. When changes colour to orange then switch off the heating mantle and leave the solution to cool until it stops condensing. Manipulate the clamp and pour the solution and leaving the residual tin in the Quickfit round-bottom. Put into the conical flask petroleum spirit 40/60 and leave it to cool to room temperature. To maximise the product ice bath could be used to help to cool down the solution.  Leftover tin wash it out with acetone putting the residual into the correct bottle and when weigh the dried tin. Keep heating the solution until reaction proceeds and changes to orange. When changes colour to orange then switch off the heating mantle and leave the solution to cool until it stops condensing. Manipulate the clamp and pour the solution and leaving the residual tin in the Quickfit round-bottom. Add petroleum spirit 40/60 and leave it to cool to room temperature. To maximise the product ice bath could be used to help to cool down the solution. Leftover tin wash it out with acetone putting the residual into the correct bottle and when weigh the dried tin. Now set up a Buncher funnel and using filter paper. Switch on the vacuum and put down the conical flask and let the solution to filter. Measure 10cm3 of petroleum spirit 40/60 and then put the measuring cylinder into an ice bath and leave it to cool. Clean the conical flask with the cooled measuring cylinder and transfer it into the Buncher Funnel. Transfer the crystals from the conical flask to a wathchglass when weigh the weight of the dried crystals. Using a micro spatula get a lot of crystals and transfer it into beaker. Measure out 15-20 mL of water and transfer to the beaker and swirl the solution until the orange solid is no longer visible. Now using pH paper measure the pH of the solution in the beaker. Test 1: - Get the test tube and using a pipette measure out 1-2mL of the solution in the beaker. Now add in 4 or 5 drops of 0.1 M silver nitrate. Gently shake the solution for 30s and see the results of what happens. Test 2: - Get the test tube and using a pipette measure out 1-2mL of the solution in the beaker. Make sure that the rest of this reaction is taken place into fumehood. Set up a Bunsen flame and heat up a copper wire until it starts to glow red. Dip in the glowing red copper wire into the test tube. When put the copper wire back under the Bunsen burner again and note the colour change. Test 3: -", 0.5
"Aim The aim of this experiment is to synthesise, isolate and examine the reactivity of a sample of Sn(IV) iodide. Method Tin metal (1.0 g), iodine pellets (2.5 g) and toluene (10 cm3) were mixed. Anti-bumping granules (2 to 3) were added and the resultant solution was refluxed until the violet mixture turned orange and the condensing solvent became clear. The solution was decanted, and the mass of the residual tin recorded. Petroleum spirit (40/60, 10 cm3) was added to the mixture. The solution was allowed to cool to room temperature (to precipitate out the product) and subsequently filtered under reduced pressure. The purified SnI4, a crystalline solid (1.85 g), was obtained.1 SnI4 (heaped micro-spatula tip) was dissolved in water (15-20 mL) and shaken. The pH (2) of the resultant solution was measured. A series of chemical tests were carried out on the solution (1-2 mL) and observations recorded. In test one, silver nitrate (0.1M, 4-5 drops) was added to the solution and mixed. Secondly, the �Beilstein� test was carried out. In test three, hydrogen peroxide (3%, 10 drops) was transferred to the solution and the mixture shaken, before adding petrol (2-3 mL). A biphasic solution was formed.1", 0.78
